波长(nm),相对强度
111.81321400000002,1180.0
112.11604300000005,1234.0
112.41887200000002,1262.0
112.72170100000005,1238.0
113.02453000000003,1219.0
113.327359,1247.0
113.63018800000003,1256.0
113.933017,1252.0
114.23584600000004,1312.0
114.53867500000001,1340.0
114.84150400000004,1288.0
115.14433300000002,1258.0
115.44716200000005,1207.0
115.74999100000002,1201.0
116.05282000000005,1233.0
116.35564900000003,1217.0
116.658478,1250.0
116.96130700000003,1206.0
117.26413600000001,1214.0
117.56696500000004,1191.0
117.86979400000001,1259.0
118.17262300000004,1254.0
118.47545200000002,1251.0
118.77828100000005,1324.0
119.08111000000002,1312.0
119.383939,1272.0
119.68676800000003,1297.0
119.989597,1304.0
120.29242600000003,1277.0
120.59525500000001,1271.0
120.89808400000004,1318.0
121.20091300000001,1275.0
121.50374200000005,1251.0
121.80657100000002,1332.0
122.10940000000005,1337.0
122.41222900000002,1279.0
122.715058,1308.0
123.01788700000003,1312.0
123.320716,1290.0
123.62354500000004,1252.0
123.92637400000001,1227.0
124.22920300000004,1227.0
124.53203200000002,1195.0
124.83486100000005,1200.0
125.13769000000002,1343.0
125.44051900000005,1376.0
125.74334800000003,1431.0
126.046177,1421.0
126.34900600000003,1364.0
126.651835,1307.0
126.95466400000004,1343.0
127.25749300000001,1325.0
127.56032200000004,1389.0
127.86315100000002,1351.0
128.16598000000005,1276.0
128.46880900000002,1281.0
128.77163800000005,1281.0
129.07446700000003,1287.0
129.377296,1337.0
129.68012500000003,1354.0
129.982954,1357.0
130.28578300000004,1414.0
130.588612,1413.0
130.89144100000004,1352.0
131.19427000000002,1368.0
131.49709900000005,1362.0
131.79992800000002,1345.0
132.10275700000005,1361.0
132.40558600000003,1419.0
132.708415,1456.0
133.01124400000003,1478.0
133.314073,1476.0
133.61690200000004,1422.0
133.919731,1389.0
134.22256000000004,1376.0
134.52538900000002,1367.0
134.82821800000005,1402.0
135.13104700000002,1463.0
135.43387600000005,1377.0
135.73670500000003,1416.0
136.039534,1454.0
136.34236300000003,1432.0
136.645192,1454.0
136.94802100000004,1490.0
137.25085,1452.0
137.55367900000005,1462.0
137.85650800000002,1464.0
138.15933700000005,1431.0
138.46216600000002,1490.0
138.76499500000006,1440.0
139.06782400000003,1415.0
139.370653,1507.0
139.67348200000004,1503.0
139.976311,1551.0
140.27914000000004,1512.0
140.58196900000002,1517.0
140.88479800000005,1541.0
141.18762700000002,1555.0
141.49045600000005,1560.0
141.79328500000003,1555.0
142.096114,1512.0
142.39894300000003,1515.0
142.701772,1516.0
143.00460100000004,1475.0
143.30743,1431.0
143.61025900000004,1515.0
143.91308800000002,1546.0
144.21591700000005,1500.0
144.51874600000002,1555.0
144.82157500000005,1593.0
145.12440400000003,1634.0
145.427233,1538.0
145.73006200000003,1562.0
146.032891,1578.0
146.33572000000004,1622.0
146.638549,1551.0
146.94137800000004,1498.0
147.24420700000002,1468.0
147.54703600000005,1545.0
147.84986500000002,1536.0
148.15269400000005,1538.0
148.45552300000003,1539.0
148.758352,1541.0
149.06118100000003,1530.0
149.36401,1556.0
149.66683900000004,1539.0
149.969668,1584.0
150.27249700000004,1550.0
150.57532600000002,1558.0
150.87815500000005,1635.0
151.18098400000002,1650.0
151.48381300000005,1564.0
151.78664200000003,1597.0
152.089471,1518.0
152.39230000000003,1602.0
152.695129,1600.0
152.99795800000004,1619.0
153.300787,1581.0
153.60361600000005,1548.0
153.90644500000002,1565.0
154.20927400000005,1582.0
154.51210300000002,1584.0
154.81493200000006,1614.0
155.11776100000003,1561.0
155.42059,1584.0
155.72341900000004,1655.0
156.026248,1639.0
156.32907700000004,1587.0
156.63190600000001,1598.0
156.93473500000005,1577.0
157.23756400000002,1608.0
157.54039300000005,1549.0
157.84322200000003,1518.0
158.146051,1598.0
158.44888000000003,1571.0
158.751709,1550.0
159.05453800000004,1560.0
159.357367,1601.0
159.66019600000004,1569.0
159.96302500000002,1565.0
160.26585400000005,1531.0
160.56868300000002,1595.0
160.87151200000005,1569.0
161.17434100000003,1657.0
161.47717,1666.0
161.77999900000003,1590.0
162.082828,1643.0
162.38565700000004,1622.0
162.688486,1658.0
162.99131500000004,1646.0
163.29414400000002,1674.0
163.59697300000005,1650.0
163.89980200000002,1701.0
164.20263100000005,1645.0
164.50546000000003,1633.0
164.808289,1587.0
165.11111800000003,1629.0
165.413947,1609.0
165.71677600000004,1685.0
166.019605,1742.0
166.32243400000004,1757.0
166.62526300000002,1739.0
166.92809200000005,1756.0
167.23092100000002,1749.0
167.53375000000005,1683.0
167.83657900000003,1671.0
168.139408,1685.0
168.44223700000003,1645.0
168.745066,1668.0
169.04789500000004,1687.0
169.350724,1685.0
169.65355300000004,1687.0
169.95638200000002,1631.0
170.25921100000005,1671.0
170.56204000000002,1669.0
170.86486900000006,1700.0
171.16769800000003,1708.0
171.470527,1700.0
171.77335600000004,1708.0
172.076185,1729.0
172.37901400000004,1776.0
172.68184300000001,1779.0
172.98467200000005,1892.0
173.28750100000002,1876.0
173.59033000000005,1854.0
173.89315900000003,1793.0
174.19598800000006,1778.0
174.49881700000003,1818.0
174.801646,1879.0
175.10447500000004,1879.0
175.407304,1845.0
175.71013300000004,1851.0
176.01296200000002,1896.0
176.31579100000005,1933.0
176.61862000000002,1875.0
176.92144900000005,1823.0
177.22427800000003,1830.0
177.52710700000006,1853.0
177.82993600000003,1856.0
178.132765,1883.0
178.43559400000004,1864.0
178.738423,1880.0
179.04125200000004,1876.0
179.34408100000002,1874.0
179.64691000000005,1920.0
179.94973900000002,1980.0
180.25256800000005,1944.0
180.55539700000003,1996.0
180.858226,1912.0
181.16105500000003,1850.0
181.463884,1958.0
181.76671300000004,2029.0
182.069542,2015.0
182.37237100000004,2055.0
182.67520000000002,2096.0
182.97802900000005,2054.0
183.28085800000002,2058.0
183.58368700000005,2084.0
183.88651600000003,2013.0
184.189345,1941.0
184.49217400000003,1982.0
184.795003,2028.0
185.09783200000004,2045.0
185.400661,2002.0
185.70349000000004,1989.0
186.00631900000002,1992.0
186.30914800000005,2024.0
186.61197700000002,1993.0
186.91480600000006,1948.0
187.21763500000003,2048.0
187.520464,2033.0
187.82329300000004,2065.0
188.126122,2074.0
188.42895100000004,2042.0
188.73178000000001,2068.0
189.03460900000005,2095.0
189.33743800000002,2078.0
189.64026700000005,2040.0
189.94309600000003,2049.0
190.24592500000006,2100.0
190.54875400000003,2050.0
190.851583,2028.0
191.15441200000004,2062.0
191.457241,2112.0
191.76007000000004,2127.0
192.06289900000002,2123.0
192.36572800000005,2053.0
192.66855700000002,2127.0
192.97138600000005,2118.0
193.27421500000003,2123.0
193.57704400000006,2107.0
193.87987300000003,2099.0
194.182702,2114.0
194.48553100000004,2178.0
194.78836,2126.0
195.09118900000004,2130.0
195.39401800000002,2202.0
195.69684700000005,2143.0
195.99967600000002,2184.0
196.30250500000005,2247.0
196.60533400000003,2151.0
196.908163,2156.0
197.21099200000003,2178.0
197.513821,2192.0
197.81665000000004,2203.0
198.119479,2224.0
198.42230800000004,2243.0
198.72513700000002,2298.0
199.02796600000005,2265.0
199.33079500000002,2311.0
199.63362400000005,2402.0
199.93645300000003,2384.0
200.239282,2413.0
200.54211100000003,2379.0
200.84494,2347.0
201.14776900000004,2354.0
201.450598,2412.0
201.75342700000004,2427.0
202.05625600000002,2360.0
202.35908500000005,2346.0
202.66191400000002,2348.0
202.96474300000006,2347.0
203.26757200000003,2367.0
203.570401,2373.0
203.87323000000004,2390.0
204.176059,2478.0
204.47888800000004,2479.0
204.78171700000001,2473.0
205.08454600000005,2402.0
205.38737500000002,2460.0
205.69020400000005,2509.0
205.99303300000003,2496.0
206.29586200000006,2501.0
206.59869100000003,2425.0
206.90152,2418.0
207.20434900000004,2385.0
207.507178,2419.0
207.81000700000004,2393.0
208.11283600000002,2382.0
208.41566500000005,2431.0
208.71849400000002,2417.0
209.02132300000005,2382.0
209.32415200000003,2410.0
209.62698100000006,2418.0
209.92981000000003,2392.0
210.232639,2448.0
210.53546800000004,2432.0
210.838297,2526.0
211.14112600000004,2530.0
211.44395500000002,2461.0
211.74678400000005,2479.0
212.04961300000002,2417.0
212.35244200000005,2385.0
212.65527100000003,2404.0
212.95810000000006,2455.0
213.26092900000003,2425.0
213.563758,2438.0
213.86658700000004,2527.0
214.169416,2501.0
214.47224500000004,2526.0
214.77507400000002,2536.0
215.07790300000005,2499.0
215.38073200000002,2489.0
215.68356100000005,2496.0
215.98639000000003,2528.0
216.28921900000006,2555.0
216.59204800000003,2524.0
216.894877,2590.0
217.19770600000004,2641.0
217.500535,2578.0
217.80336400000004,2621.0
218.10619300000002,2711.0
218.40902200000005,2741.0
218.71185100000002,2764.0
219.01468000000006,2796.0
219.31750900000003,2801.0
219.620338,2816.0
219.92316700000003,2806.0
220.225996,2820.0
220.52882500000004,2892.0
220.83165400000001,2836.0
221.13448300000005,2909.0
221.43731200000002,2950.0
221.74014100000005,3048.0
222.04297000000003,3095.0
222.34579900000006,3061.0
222.64862800000003,3097.0
222.951457,3176.0
223.25428600000004,3170.0
223.557115,3238.0
223.85994400000004,3295.0
224.16277300000002,3404.0
224.46560200000005,3463.0
224.76843100000002,3443.0
225.07126000000005,3519.0
225.37408900000003,3582.0
225.67691800000006,3659.0
225.97974700000003,3778.0
226.282576,3836.0
226.58540500000004,4031.0
226.888234,4156.0
227.19106300000004,4377.0
227.49389200000002,4479.0
227.79672100000005,4621.0
228.09955000000002,4726.0
228.40237900000005,4837.0
228.70520800000003,4980.0
229.00803700000006,5088.0
229.31086600000003,5202.0
229.613695,5440.0
229.91652400000004,5676.0
230.219353,5808.0
230.52218200000004,5948.0
230.82501100000002,6078.0
231.12784000000005,6304.0
231.43066900000002,6367.0
231.73349800000005,6438.0
232.03632700000003,6540.0
232.33915600000006,6701.0
232.64198500000003,6825.0
232.944814,6897.0
233.24764300000004,6944.0
233.550472,6998.0
233.85330100000004,7042.0
234.15613000000002,7074.0
234.45895900000005,7008.0
234.76178800000002,6925.0
235.06461700000006,6861.0
235.36744600000003,6716.0
235.670275,6696.0
235.97310400000003,6605.0
236.275933,6506.0
236.57876200000004,6366.0
236.88159100000001,6230.0
237.18442000000005,6219.0
237.48724900000002,6114.0
237.79007800000005,5993.0
238.09290700000003,5900.0
238.39573600000006,5772.0
238.69856500000003,5679.0
239.001394,5562.0
239.30422300000004,5347.0
239.607052,5191.0
239.90988100000004,5029.0
240.21271000000002,4837.0
240.51553900000005,4739.0
240.81836800000002,4636.0
241.12119700000005,4406.0
241.42402600000003,4158.0
241.72685500000006,4021.0
242.02968400000003,3861.0
242.332513,3726.0
242.63534200000004,3639.0
242.938171,3511.0
243.24100000000004,3410.0
243.54382900000002,3378.0
243.84665800000005,3309.0
244.14948700000002,3324.0
244.45231600000005,3282.0
244.75514500000003,3176.0
245.05797400000006,3130.0
245.36080300000003,3189.0
245.663632,3205.0
245.96646100000004,3107.0
246.26929,3074.0
246.57211900000004,3143.0
246.87494800000002,3052.0
247.17777700000005,3097.0
247.48060600000002,3045.0
247.78343500000005,3016.0
248.08626400000003,3019.0
248.38909300000006,3098.0
248.69192200000003,3017.0
248.994751,3056.0
249.29758000000004,3083.0
249.600409,3048.0
249.90323800000004,3085.0
250.20606700000002,3053.0
250.50889600000005,3057.0
250.81172500000002,3087.0
251.11455400000006,3095.0
251.41738300000003,3017.0
251.72021200000006,2986.0
252.02304100000003,2942.0
252.32587,2993.0
252.62869900000004,2977.0
252.93152800000001,2955.0
253.23435700000005,2967.0
253.53718600000002,2983.0
253.84001500000005,3001.0
254.14284400000003,3052.0
254.44567300000006,3045.0
254.74850200000003,3040.0
255.05133100000006,3009.0
255.35416000000004,2972.0
255.656989,2992.0
255.95981800000004,3053.0
256.262647,2963.0
256.56547600000005,2920.0
256.868305,2966.0
257.17113400000005,2953.0
257.473963,2932.0
257.77679200000006,3003.0
258.07962100000003,3036.0
258.38245,3077.0
258.68527900000004,2987.0
258.988108,3019.0
259.29093700000004,2988.0
259.593766,3030.0
259.89659500000005,3065.0
260.199424,3083.0
260.50225300000005,3100.0
260.805082,3080.0
261.10791100000006,3022.0
261.41074000000003,3092.0
261.713569,3090.0
262.01639800000004,3116.0
262.319227,3124.0
262.62205600000004,3147.0
262.924885,3164.0
263.22771400000005,3135.0
263.530543,3197.0
263.83337200000005,3185.0
264.136201,3159.0
264.43903000000006,3179.0
264.74185900000003,3238.0
265.044688,3259.0
265.34751700000004,3285.0
265.650346,3259.0
265.95317500000004,3291.0
266.256004,3172.0
266.55883300000005,3164.0
266.861662,3113.0
267.16449100000006,3213.0
267.46732000000003,3142.0
267.77014900000006,3163.0
268.07297800000003,3158.0
268.375807,3270.0
268.67863600000004,3311.0
268.981465,3250.0
269.28429400000005,3333.0
269.587123,3302.0
269.88995200000005,3255.0
270.192781,3318.0
270.49561000000006,3289.0
270.79843900000003,3281.0
271.10126800000006,3232.0
271.40409700000004,3312.0
271.706926,3338.0
272.00975500000004,3270.0
272.312584,3307.0
272.61541300000005,3258.0
272.918242,3313.0
273.221071,3323.0
273.5239000000001,3275.0
273.82672900000006,3333.0
274.12955800000003,3338.0
274.432387,3325.0
274.735216,3278.0
275.03804500000007,3282.0
275.34087400000004,3276.0
275.643703,3353.0
275.946532,3411.0
276.2493610000001,3317.0
276.55219000000005,3362.0
276.855019,3402.0
277.157848,3418.0
277.4606770000001,3339.0
277.76350600000006,3318.0
278.06633500000004,3376.0
278.369164,3354.0
278.671993,3370.0
278.9748220000001,3406.0
279.27765100000005,3334.0
279.58048,3389.0
279.883309,3437.0
280.1861380000001,3483.0
280.48896700000006,3422.0
280.79179600000003,3384.0
281.094625,3408.0
281.397454,3442.0
281.70028300000007,3435.0
282.00311200000004,3455.0
282.305941,3467.0
282.60877,3516.0
282.9115990000001,3565.0
283.21442800000005,3572.0
283.51725700000003,3508.0
283.820086,3577.0
284.1229150000001,3580.0
284.42574400000007,3540.0
284.72857300000004,3645.0
285.031402,3729.0
285.334231,3773.0
285.6370600000001,3734.0
285.93988900000005,3747.0
286.242718,3860.0
286.545547,3959.0
286.8483760000001,4001.0
287.15120500000006,4056.0
287.45403400000004,4015.0
287.756863,4052.0
288.059692,4119.0
288.3625210000001,4126.0
288.66535000000005,4192.0
288.968179,4279.0
289.271008,4280.0
289.5738370000001,4382.0
289.87666600000006,4447.0
290.17949500000003,4521.0
290.482324,4608.0
290.785153,4668.0
291.08798200000007,4731.0
291.39081100000004,4789.0
291.69364,4925.0
291.996469,4994.0
292.2992980000001,5152.0
292.60212700000005,5348.0
292.904956,5497.0
293.207785,5561.0
293.5106140000001,5706.0
293.81344300000006,5853.0
294.11627200000004,5985.0
294.419101,6173.0
294.72193,6377.0
295.0247590000001,6525.0
295.32758800000005,6713.0
295.630417,6953.0
295.933246,7106.0
296.2360750000001,7317.0
296.53890400000006,7662.0
296.84173300000003,7960.0
297.144562,8200.0
297.447391,8387.0
297.75022000000007,8639.0
298.05304900000004,8971.0
298.355878,9254.0
298.658707,9458.0
298.9615360000001,9670.0
299.26436500000005,9760.0
299.56719400000003,9885.0
299.870023,10043.0
300.1728520000001,10074.0
300.47568100000007,10199.0
300.77851000000004,10305.0
301.081339,10319.0
301.384168,10239.0
301.6869970000001,10233.0
301.98982600000005,10232.0
302.292655,10095.0
302.595484,9922.0
302.8983130000001,9847.0
303.20114200000006,9746.0
303.50397100000004,9507.0
303.8068,9231.0
304.109629,9051.0
304.4124580000001,9060.0
304.71528700000005,8804.0
305.018116,8693.0
305.320945,8436.0
305.6237740000001,8307.0
305.92660300000006,8160.0
306.22943200000003,8067.0
306.532261,7806.0
306.83509,7729.0
307.13791900000007,7487.0
307.44074800000004,7150.0
307.743577,6830.0
308.046406,6514.0
308.3492350000001,6285.0
308.65206400000005,5967.0
308.954893,5747.0
309.257722,5498.0
309.5605510000001,5282.0
309.86338000000006,5063.0
310.16620900000004,4987.0
310.469038,4856.0
310.771867,4807.0
311.0746960000001,4727.0
311.37752500000005,4679.0
311.680354,4684.0
311.983183,4639.0
312.2860120000001,4643.0
312.58884100000006,4581.0
312.89167000000003,4508.0
313.194499,4477.0
313.497328,4464.0
313.80015700000007,4416.0
314.10298600000004,4341.0
314.405815,4349.0
314.708644,4392.0
315.0114730000001,4364.0
315.31430200000005,4435.0
315.61713100000003,4432.0
315.91996,4423.0
316.2227890000001,4461.0
316.52561800000007,4359.0
316.82844700000004,4322.0
317.131276,4389.0
317.434105,4436.0
317.7369340000001,4497.0
318.03976300000005,4567.0
318.342592,4529.0
318.645421,4545.0
318.9482500000001,4530.0
319.25107900000006,4545.0
319.55390800000004,4487.0
319.856737,4380.0
320.159566,4432.0
320.4623950000001,4420.0
320.76522400000005,4389.0
321.068053,4357.0
321.370882,4395.0
321.6737110000001,4416.0
321.97654000000006,4356.0
322.27936900000003,4311.0
322.582198,4257.0
322.885027,4267.0
323.18785600000007,4345.0
323.49068500000004,4336.0
323.793514,4244.0
324.096343,4196.0
324.3991720000001,4217.0
324.70200100000005,4227.0
325.00483,4193.0
325.307659,4265.0
325.6104880000001,4275.0
325.91331700000006,4202.0
326.21614600000004,4253.0
326.518975,4259.0
326.821804,4154.0
327.1246330000001,4121.0
327.42746200000005,4102.0
327.730291,4085.0
328.03312,4188.0
328.3359490000001,4216.0
328.63877800000006,4200.0
328.94160700000003,4153.0
329.244436,4191.0
329.547265,4150.0
329.85009400000007,4259.0
330.15292300000004,4301.0
330.455752,4281.0
330.758581,4225.0
331.0614100000001,4183.0
331.36423900000005,4316.0
331.66706800000003,4350.0
331.969897,4331.0
332.2727260000001,4365.0
332.57555500000007,4345.0
332.87838400000004,4293.0
333.181213,4300.0
333.484042,4329.0
333.7868710000001,4364.0
334.08970000000005,4403.0
334.392529,4397.0
334.695358,4434.0
334.9981870000001,4400.0
335.30101600000006,4399.0
335.60384500000004,4501.0
335.906674,4437.0
336.209503,4514.0
336.5123320000001,4575.0
336.81516100000005,4590.0
337.11799,4712.0
337.420819,4678.0
337.7236480000001,4775.0
338.02647700000006,4775.0
338.32930600000003,4863.0
338.632135,5000.0
338.9349640000001,5072.0
339.23779300000007,5102.0
339.54062200000004,5173.0
339.843451,5252.0
340.14628,5337.0
340.4491090000001,5467.0
340.75193800000005,5572.0
341.054767,5798.0
341.357596,5876.0
341.6604250000001,5931.0
341.96325400000006,6043.0
342.26608300000004,6109.0
342.568912,6197.0
342.871741,6388.0
343.1745700000001,6589.0
343.47739900000005,6734.0
343.780228,6876.0
344.083057,6979.0
344.3858860000001,7069.0
344.68871500000006,7290.0
344.99154400000003,7492.0
345.294373,7757.0
345.597202,8057.0
345.90003100000007,8236.0
346.20286000000004,8599.0
346.505689,8976.0
346.808518,9332.0
347.1113470000001,9722.0
347.41417600000005,10009.0
347.71700500000003,10373.0
348.019834,10737.0
348.3226630000001,11328.0
348.62549200000007,11749.0
348.92832100000004,12290.0
349.23115,12933.0
349.533979,13642.0
349.8368080000001,14385.0
350.13963700000005,15365.0
350.442466,16266.0
350.745295,17172.0
351.0481240000001,18093.0
351.35095300000006,19132.0
351.65378200000004,20283.0
351.956611,21271.0
352.25944,21662.0
352.5622690000001,22440.0
352.86509800000005,22809.0
353.167927,23286.0
353.470756,23501.0
353.7735850000001,23724.0
354.07641400000006,23961.0
354.37924300000003,23984.0
354.682072,23910.0
354.9849010000001,23726.0
355.28773000000007,23447.0
355.59055900000004,22946.0
355.893388,22382.0
356.196217,21637.0
356.4990460000001,20721.0
356.80187500000005,19467.0
357.104704,18495.0
357.407533,17700.0
357.7103620000001,16928.0
358.01319100000006,16304.0
358.31602000000004,15601.0
358.618849,14902.0
358.921678,14296.0
359.2245070000001,13707.0
359.52733600000005,13075.0
359.830165,12586.0
360.132994,12101.0
360.4358230000001,11594.0
360.73865200000006,11095.0
361.04148100000003,10458.0
361.34431,9742.0
361.6471390000001,9044.0
361.94996800000007,8368.0
362.25279700000004,7701.0
362.555626,7137.0
362.858455,6667.0
363.1612840000001,6309.0
363.46411300000005,5959.0
363.76694200000003,5671.0
364.069771,5401.0
364.3726000000001,5202.0
364.67542900000007,5048.0
364.97825800000004,4894.0
365.281087,4743.0
365.583916,4614.0
365.8867450000001,4568.0
366.18957400000005,4465.0
366.492403,4368.0
366.795232,4310.0
367.0980610000001,4239.0
367.40089000000006,4132.0
367.70371900000004,4079.0
368.006548,4128.0
368.309377,4100.0
368.61220600000007,4011.0
368.91503500000005,3972.0
369.217864,3913.0
369.520693,3850.0
369.8235220000001,3839.0
370.12635100000006,3819.0
370.42918000000003,3778.0
370.732009,3730.0
371.0348380000001,3661.0
371.33766700000007,3666.0
371.64049600000004,3730.0
371.943325,3748.0
372.246154,3712.0
372.5489830000001,3648.0
372.85181200000005,3608.0
373.154641,3562.0
373.45747,3583.0
373.7602990000001,3571.0
374.06312800000006,3494.0
374.36595700000004,3465.0
374.668786,3377.0
374.971615,3426.0
375.2744440000001,3376.0
375.57727300000005,3318.0
375.880102,3375.0
376.182931,3341.0
376.4857600000001,3387.0
376.78858900000006,3353.0
377.09141800000003,3379.0
377.394247,3289.0
377.6970760000001,3267.0
377.99990500000007,3248.0
378.30273400000004,3249.0
378.605563,3176.0
378.908392,3114.0
379.2112210000001,3233.0
379.51405000000005,3268.0
379.81687900000003,3173.0
380.119708,3236.0
380.4225370000001,3135.0
380.72536600000007,3127.0
381.02819500000004,3097.0
381.331024,3101.0
381.633853,3009.0
381.9366820000001,3080.0
382.23951100000005,3002.0
382.54234,2997.0
382.845169,3022.0
383.1479980000001,3032.0
383.45082700000006,3006.0
383.75365600000003,2966.0
384.056485,2938.0
384.359314,2963.0
384.66214300000007,2999.0
384.96497200000005,2947.0
385.267801,2980.0
385.57063,2986.0
385.8734590000001,2969.0
386.17628800000006,2922.0
386.47911700000003,2913.0
386.781946,2862.0
387.0847750000001,2873.0
387.38760400000007,2924.0
387.69043300000004,2831.0
387.993262,2811.0
388.296091,2876.0
388.5989200000001,2892.0
388.90174900000005,2815.0
389.204578,2805.0
389.507407,2854.0
389.8102360000001,2813.0
390.11306500000006,2826.0
390.41589400000004,2775.0
390.718723,2801.0
391.021552,2786.0
391.3243810000001,2741.0
391.62721000000005,2749.0
391.930039,2710.0
392.232868,2726.0
392.5356970000001,2772.0
392.83852600000006,2709.0
393.14135500000003,2711.0
393.444184,2781.0
393.7470130000001,2705.0
394.04984200000007,2677.0
394.35267100000004,2742.0
394.6555,2774.0
394.958329,2777.0
395.2611580000001,2758.0
395.56398700000005,2707.0
395.86681600000003,2738.0
396.169645,2691.0
396.4724740000001,2719.0
396.77530300000006,2659.0
397.07813200000004,2684.0
397.380961,2646.0
397.68379,2694.0
397.9866190000001,2648.0
398.28944800000005,2664.0
398.592277,2548.0
398.895106,2618.0
399.1979350000001,2645.0
399.50076400000006,2561.0
399.80359300000003,2589.0
400.106422,2588.0
400.409251,2572.0
400.71208000000007,2552.0
401.01490900000005,2590.0
401.317738,2551.0
401.620567,2567.0
401.9233960000001,2605.0
402.22622500000006,2567.0
402.52905400000003,2551.0
402.831883,2545.0
403.1347120000001,2570.0
403.43754100000007,2549.0
403.74037000000004,2485.0
404.043199,2498.0
404.346028,2500.0
404.6488570000001,2476.0
404.95168600000005,2525.0
405.254515,2484.0
405.557344,2496.0
405.8601730000001,2479.0
406.16300200000006,2544.0
406.46583100000004,2470.0
406.76866,2441.0
407.071489,2451.0
407.3743180000001,2506.0
407.67714700000005,2429.0
407.979976,2418.0
408.282805,2431.0
408.5856340000001,2499.0
408.88846300000006,2432.0
409.19129200000003,2411.0
409.494121,2451.0
409.7969500000001,2434.0
410.09977900000007,2367.0
410.40260800000004,2458.0
410.705437,2468.0
411.008266,2482.0
411.3110950000001,2457.0
411.61392400000005,2449.0
411.916753,2348.0
412.219582,2359.0
412.5224110000001,2354.0
412.82524000000006,2319.0
413.12806900000004,2382.0
413.430898,2411.0
413.733727,2389.0
414.0365560000001,2425.0
414.33938500000005,2421.0
414.642214,2387.0
414.945043,2332.0
415.2478720000001,2351.0
415.55070100000006,2310.0
415.85353000000003,2323.0
416.156359,2375.0
416.4591880000001,2299.0
416.76201700000007,2310.0
417.06484600000005,2366.0
417.367675,2407.0
417.670504,2333.0
417.9733330000001,2275.0
418.27616200000006,2302.0
418.57899100000003,2260.0
418.88182,2258.0
419.1846490000001,2298.0
419.48747800000007,2276.0
419.79030700000004,2279.0
420.093136,2293.0
420.395965,2341.0
420.6987940000001,2292.0
421.00162300000005,2274.0
421.304452,2238.0
421.607281,2242.0
421.9101100000001,2258.0
422.21293900000006,2258.0
422.51576800000004,2215.0
422.818597,2205.0
423.121426,2233.0
423.4242550000001,2289.0
423.72708400000005,2289.0
424.029913,2281.0
424.332742,2291.0
424.6355710000001,2257.0
424.93840000000006,2262.0
425.24122900000003,2304.0
425.544058,2267.0
425.8468870000001,2308.0
426.14971600000007,2267.0
426.45254500000004,2254.0
426.755374,2293.0
427.058203,2260.0
427.3610320000001,2311.0
427.66386100000005,2273.0
427.96669,2326.0
428.269519,2296.0
428.5723480000001,2240.0
428.87517700000006,2299.0
429.17800600000004,2194.0
429.480835,2199.0
429.783664,2270.0
430.0864930000001,2233.0
430.38932200000005,2217.0
430.692151,2214.0
430.99498,2171.0
431.2978090000001,2248.0
431.60063800000006,2326.0
431.90346700000003,2229.0
432.206296,2217.0
432.5091250000001,2261.0
432.81195400000007,2309.0
433.11478300000005,2266.0
433.417612,2269.0
433.720441,2212.0
434.0232700000001,2266.0
434.32609900000006,2231.0
434.62892800000003,2221.0
434.931757,2175.0
435.2345860000001,2210.0
435.53741500000007,2269.0
435.84024400000004,2253.0
436.143073,2252.0
436.445902,2256.0
436.7487310000001,2239.0
437.05156000000005,2231.0
437.354389,2206.0
437.657218,2258.0
437.9600470000001,2308.0
438.26287600000006,2239.0
438.56570500000004,2157.0
438.868534,2242.0
439.1713630000001,2206.0
439.4741920000001,2233.0
439.77702100000005,2243.0
440.07985,2271.0
440.382679,2256.0
440.6855080000001,2299.0
440.98833700000006,2264.0
441.29116600000003,2204.0
441.593995,2166.0
441.8968240000001,2146.0
442.19965300000007,2135.0
442.50248200000004,2145.0
442.805311,2139.0
443.10814,2204.0
443.4109690000001,2210.0
443.71379800000005,2253.0
444.016627,2227.0
444.319456,2232.0
444.6222850000001,2254.0
444.92511400000006,2178.0
445.22794300000004,2136.0
445.530772,2212.0
445.833601,2295.0
446.1364300000001,2332.0
446.43925900000005,2258.0
446.742088,2320.0
447.044917,2355.0
447.3477460000001,2266.0
447.65057500000006,2204.0
447.95340400000003,2233.0
448.256233,2221.0
448.5590620000001,2240.0
448.86189100000007,2375.0
449.16472000000005,2356.0
449.467549,2310.0
449.770378,2233.0
450.0732070000001,2168.0
450.37603600000006,2143.0
450.67886500000003,2191.0
450.981694,2236.0
451.2845230000001,2201.0
451.58735200000007,2285.0
451.89018100000004,2269.0
452.19301,2296.0
452.495839,2297.0
452.7986680000001,2319.0
453.10149700000005,2288.0
453.404326,2329.0
453.707155,2371.0
454.0099840000001,2257.0
454.31281300000006,2225.0
454.61564200000004,2233.0
454.918471,2272.0
455.2213000000001,2285.0
455.5241290000001,2270.0
455.82695800000005,2261.0
456.129787,2280.0
456.432616,2280.0
456.7354450000001,2225.0
457.03827400000006,2253.0
457.34110300000003,2224.0
457.643932,2294.0
457.9467610000001,2354.0
458.24959000000007,2292.0
458.55241900000004,2276.0
458.855248,2259.0
459.158077,2305.0
459.4609060000001,2324.0
459.76373500000005,2357.0
460.066564,2260.0
460.369393,2271.0
460.6722220000001,2278.0
460.97505100000006,2264.0
461.27788000000004,2320.0
461.580709,2369.0
461.883538,2350.0
462.1863670000001,2288.0
462.48919600000005,2301.0
462.792025,2333.0
463.094854,2295.0
463.3976830000001,2334.0
463.70051200000006,2344.0
464.00334100000003,2282.0
